Name,Description,Tags,URL,Funding,LaunchDate,MarketCap,XFollowers,Status,Investors,XHandle,Logo
Seneca,Seneca is an omnichain CDP protocol for yield-bearing assets. Borrow collateralized stablecoin senUSD using supported collateral.,CDP,,,,,,Live,,@SenecaUSD,https://icons.llama.fi/seneca.jpg
SuperFarm,Cross-chain protocol allowing anyone to deploy DeFi and NFT farms with no code required.,Services,https://superverse.co/,,,$80.3M,,Live,,@SuperVerse,https://icons.llama.fi/superfarm.png
Composable Finance,Composable is a hyper liquidity infrastructure layer for DeFi assets powered by Layer 2 Ethereum and Polkadot.,Cross Chain Bridge,,,,,,Live,,@ComposableFin,https://icons.llama.fi/composable-finance.jpg
Bent Finance,BENT is a staking and farming platform that enhances your curve to elevate your yields. By the people for the people.,Yield,https://app.bentfinance.com,,,"$178,105",,Live,,@BENT_Finance,https://icons.llama.fi/bent-finance.png
QIE Bridge,QIE Bridge enables seamless asset transfers between Ethereum and Binance.,Bridge,https://www.bridge.qie.digital/bridge,,,,,Live,,@qieblockchain,https://icons.llama.fi/qie-bridge.jpg
YFDAI,Bridging the Worlds of Traditional Finance and Decentralised Networks,Services,,,,"$57,318",,Live,,@YfdaiF,https://icons.llama.fi/yfdai.svg
Defx,"Defx is a DEX and L1. It’s perpetual futures offers up to 25x leverage in the regular markets, and up to 1000x in Degen mode. The L1 is built on tendermint’s consensus and is EVM compatible. Defx delivers a CEX-like experience without any usability trade offs.",Derivatives,https://defx.com/home,,,,,Live,,@DefxOfficial,https://icons.llama.fi/defx.jpg
Apex DeFi,"Apex DeFi is the first and only all-in-one platform for ERC314 tokens, revolutionizing trading and DeFi with seamless integration.",Dexs,https://apexdefi.xyz,,,,,Live,,@apex314_defi,https://icons.llama.fi/apex-defi.jpg
PolkaEx,"PolkaEx is a cross-chain Dex and Launchpad on Polkadot, using Astar Network to provide higher TPS and lower transaction fees.",Dexs,,,,"$15,267",,Live,,@PolkaExOfficial,https://icons.llama.fi/polkaex.png
Timeless Finance,"Timeless is a yield market protocol that lets you boost, hedge, and trade yield",Yield,https://timelessfi.com,,,"$616,537",,Live,,@Timeless_Fi,https://icons.llama.fi/timeless-finance.jpg
Coinscope,"Coinscope lockers offer a versatile solution that allows project owners to lock all types of tokens and liquidity on most blockchain networks. The platform supports a variety of features from custom vesting schedules, total locked tokens visualisation and the ability to seamless claim tokens from different wallets.",Token Locker,https://www.coinscope.co/lockers/tokens,,,,,Live,,@coinscopecrypto,https://icons.llama.fi/coinscope.jpg
Enjoyoors,"Enjoyoors is a novel omniasset liquidity primitive. Stake anything, earn yield, and, for DeFi products, tap into a rich source of liquidity.",CDP,http://enjoyoors.xyz,,,,,Live,,@enjoyoorsxyz,https://icons.llama.fi/enjoyoors.jpg
Bank of Chain,"Planning to become the next generation of Decentralized Banking (DeB), Bank of Chain (BoC) is a Multichain Yield Optimizer that provides the best long-term investment with virtually no risk, where you can deposit your stablecoins and get a sustainable, low-risk return with an APY of around 10%.",Yield Aggregator,,,,,,Live,,@bankofchain_dao,https://icons.llama.fi/bank-of-chain.png
NFTfi,NFT peer-to-peer lending protocol,NFT Lending,https://www.nftfi.com/,,,"$24,458",,Live,,@NFTfi,https://icons.llama.fi/nftfi.png
EnterDAO,"Through a lineup of core products, EnterDAO aims to empower users, metaverse land owners, investors, brands, and degens of all kinds by tackling pain points like access to metaverse land, its capital efficiency, as well as UX and onboarding of metaverse games.",Gaming,,,,,,Live,,@EnterDao,https://icons.llama.fi/enterdao.png
MMO Finance,MMO Finance is a decentralized pool based NFT lending platform.,NFT Lending,https://mmo.finance,,,,,Live,,@mmo_finance,https://icons.llama.fi/mmo-finance.png
Tenderize V1,Connecting Web3 with DeFi through Liquid Staking.,Liquid Staking,https://tenderize.me,,,,,Live,,@tenderize_me,https://icons.llama.fi/tenderize.png
YLD,Deposit into ERC-4626 vaults built on Yearn V3 architecture. Auto-compounding strategies that optimize your returns,Derivatives,https://yldfi.co/,,,,,Live,,,https://icons.llama.fi/yld.jpg
Fringe V1,"A safe place for you to invest and borrow against your holdings. Fast, easily and on your own terms.",Lending,https://fringe.fi,,,,,Live,,@fringefinance,https://icons.llama.fi/fringe.png
A51 Finance V2,"A51 offers a liquidity automation engine to enhance the trading and liquidity provisioning experience. The automation gear, including auto-rebalance, auto-exit and reinvest, liquidity distribution, and hedging, gives LPs fine-grained control over their liquidity, allowing them to dictate asset and risk management actions.",Liquidity Manager,https://a51.finance,,,,,Live,,@A51_Fi,https://icons.llama.fi/a51-finance.png
Polkamarkets,"Polkamarkets is an Autonomous Prediction Market Protocol built for cross-chain information exchange and trading, where users take positions on outcomes of real-world events in a decentralized and interoperable platform, running on EVM.",Prediction Market,https://www.polkamarkets.com,,,"$412,885",,Live,,@polkamarkets,https://icons.llama.fi/polkamarkets.png
Diamond Protocol V1,Diamond v1 is a modular vault protocol where #DeFi strategists can build and deploy on-chain strategies without writing code.,Yield,,,,,,Live,,@DiamondProtocol,https://icons.llama.fi/diamond-protocol-v1.jpg
Qilin,Qilin is a decentralized volatility protocol that provides the ability to long volalitity of any crypto asset.,Dexs,https://qilin.fi/,,,,,Live,,@QilinProtocol,https://icons.llama.fi/qilin.jpg
Antimatter,"Antimatter is positioned to be the gateway for DeFi derivatives, including four main products now, Dual Investment, Bull & Bear Tokens, Financial NFTs, as well as Antimatter DAO.",Options,https://antimatter.finance,,,"$91,517",,Live,,@antimatterdefi,https://icons.llama.fi/antimatter.jpg
ZenSats,"Carry trade vaults — ZenSats is an system that automates collateralized carry trades. You deposit collateral (WBTC, wstETH, or other supported assets), the vault borrows stablecoins through a loan manager, and deploys the borrowed capital into a yield strategy. You earn the spread.",Yield,https://zensats.app,,,,,Live,,@capitalisnn,https://icons.llama.fi/zensats.jpg
Drops,Get more value from your NFT & DeFi assets,NFT Lending,https://drops.co,,,"$38,395",,Live,,@dropsnft,https://icons.llama.fi/drops.png
Tranchess Ether,Tranchess ETH Fund is a Tranchess fund uniquely designed with ETH staking strategy,Liquid Staking,https://tranchess.com/liquid-staking,,,,,Live,,@Tranchess,https://icons.llama.fi/tranchess-ether.png
International Meme Fund V1,International Meme Fund,CDP,https://imf.bz/,,,,,Live,,@imfcrypto,https://icons.llama.fi/international-meme-fund-v1.jpg
Beta Finance V2,"Beta Finance is the permissionless money market for borrowing, lending, and shorting crypto assets.",Lending,https://www.betafinance.org/,,,,,Live,,@beta_finance,https://icons.llama.fi/beta-finance.jpg
Hats.V1,"Hats is an onchain Bug Bounty Protocol, Hats uses incentives to funnel part of the 3.2bn in stolen assets annually into bounties for ethical / responsible disclosures.",Bug Bounty,https://hats.finance,,,,,Live,,@HatsFinance,https://icons.llama.fi/hats.v1.png
PrismaLRT,"ULTRA is a new stablecoin issued by PrismaLRT, a new borrowing protocol developed by Prisma focused on unlocking liquidity for Liquid Restaking Tokens (LRTs).",CDP,,,,,,Live,,@PrismaFi,https://icons.llama.fi/prismalrt.jpg
Popsicle Finance,Popsicle finance is a cross-chain yield enhancement platform focusing on Automated Market-Making (AMM) Liquidity Providers (LP).,Liquidity Manager,https://popsicle.finance,,,"$108,120",,Live,,@PopsicleFinance,https://icons.llama.fi/popsicle-finance.jpg
ACoconut,ACoconut provides the first cross-chain yield aggregator for BTC DeFi users. ACoconut v2 consists of two open protocols: BTC+ and acBTC. BTC+ is a liquidity and yield aggregator that optimizes and distributes yield on individual chain. acBTC is a decentralized bridge that carries BTC across chains.,Yield,,,,,,Live,,,https://icons.llama.fi/acoconut.png
Yelay V1,Automatically optimize yield across the best DeFi platforms. Transform crypto yield into things your customers really want.,Yield Aggregator,https://www.yelay.io,,,,,Live,,@YieldLayer,https://icons.llama.fi/yelay-v1.jpg
LSDx ETHx,an ultra-liquid protocol for all LSD,Indexes,,,,,,Live,,@LSDxfinance,https://icons.llama.fi/lsdx-ethx.jpg
MYSO V1,"We're building a liquidation-free, fixed-interest and oracle-free borrowing solution. Borrowers are freed from liquidation risk while liquidity providers gain exposure to a passive option writing strategy, unlocking option selling as a sustainable yield source.",Lending,https://www.myso.finance,,,,,Live,,@MysoFinance,https://icons.llama.fi/myso-v1.jpg
ParaSpace APE Staking V1,"Earn more rewards across APE Staking pools, manage all your APE staking, and access instant APE liquidity for staking.",Yield,https://parallel.fi/,,,,,Live,,@ParaSpace_NFT,https://icons.llama.fi/paraspace-ape.jpg
Fringe V2,"DeFi lending, borrowing & margin trading ecosystem",Lending,https://fringe.fi,,,,,Live,,@fringefinance,https://icons.llama.fi/fringe.png
Pump Markets,The most liquid Points & Airdrop marketplace,OTC Marketplace,,,,,,Live,,@pumpmarkets,https://icons.llama.fi/pump-markets.jpg
DAM Finance,"DAM is a decentralized, global liquidity infrastructure for powering value mobility between sovereign web3 networks. It helps blockchains scale native liquidity and improves capital efficiency across the fragmented digital assets space.",CDP,,,,,,Live,,@DAM_Finance,https://icons.llama.fi/dam-finance.png
stETH Exchange,An exchange designed specifically for stETH to ETH swaps.,Dexs,https://steth.exchange/,,,,,Live,,,https://icons.llama.fi/steth-exchange.jpg
Powaa Protocol,Powaa protocol was built to swap all the obsolete assets on PoW Ethereum for ETHW after the upcoming Ethereum Merge towards PoS.,Services,,,,,,Live,,@PowaaProtocol,https://icons.llama.fi/powaa-protocol.png
NEOPIN Liquid,"NEOPIN is a one-stop, non-custodial CeDeFi protocol for the secure use of crypto with regulatory frameworks while leveraging the benefits of both CeFi and DeFi. Providing decentralized and non-custodial Ethereum, Klaytn staking protocol along side with Yield Farm, Swap and multi-chain bridge.",Liquid Staking,https://app.neopin.io,,,,,Live,,@NeopinOfficial,https://icons.llama.fi/neopin-liquid.png
Stryke SSOV,Stryke is a maximum liquidity and minimal exposure options protocol,Options,https://www.stryke.xyz/en,,,,,Live,,@dopex_io,https://icons.llama.fi/stryke-ssov.jpg
Vanilla,A decentralized meritocracy for investors,Derivatives,,,,,,Live,,@VanillaDeFi,https://icons.llama.fi/vanilla.png
T2T2,T2T2 is a social trading platform powered by social bonding curve and fund investing curve.,SoFi,,,,,,Live,,@T2T2_official,https://icons.llama.fi/t2t2.png
Chi Protocol,"Chi Protocol is the scalable LST-backed stablecoin protocol powered by USC and CHI. Users can mint USC 1:1 vs. ETH/stETH, and LSTs are used to payout real yield to the governance token CHI. Smart contracts and arbitrage incentives automatically maintain the protocol's stability and solvency.",Partially Algorithmic Stablecoin,https://app.chiprotocol.io/,,,"$4,359",,Live,,@ProtocolChi,https://icons.llama.fi/chi-protocol.png
Alternity,Immutable borrowing protocol that provides decentralized CNY stablecoin backed by ETH collateral.,CDP,,,,,,Live,,@0xAlternity,https://icons.llama.fi/alternity.png
Pulsar Swap,Swap and Long Term Invest Crypto on TWAMM Protocol,Dexs,,,,,,Live,,@PulsarSwap,https://icons.llama.fi/pulsar-swap.jpg
MonoX,MonoX is a new DeFi protocol using a single token design for liquidity pools (instead of using pool pairs). This is made possible by grouping deposited tokens into a virtual pair with the vCASH stablecoin.,Dexs,https://monox.finance/,,,,,Live,,@MonoXFinance,https://icons.llama.fi/monox.png
LendeXe Finance,"LendeXe is a Web3 ecosystem of various innovative DeFi applications. At the center of LendeXe's vision is the XSD Stablecoin. This stablecoins is backed by the three largest other Stablecoins: USDT, USDC, BUSD. Even if one of these Stablecoins were to implode for some unknown reason, there are safety mechanics designed for such unlikely cases. In addition, XSD can be used as collateral for the Lendexe Decentralized Lending Protocol. Around the XSD Stablecoin, Lendexe has created a variety of products that allow anyone to secure their crypto assets or create passive income with them. From LendeXe Lending to the Ultimate Loan (a loan for 1.5x the value of your collateral",Lending,,,,,,Live,,@LendeXeFinance,https://icons.llama.fi/lendexe-finance.png
Whale Game,"Welcome to the Whale Game, a fun and engaging experiment that combines game theory and economic principles around an increasing pot.",Prediction Market,,,,,,Live,,@TheWhaleGame,https://icons.llama.fi/whale-game.jpg
DAOventures,DAOventures is a DeFi technologies based automated investment fund that automatically invests into DeFi protocols and generates returns for the fund based on risk mandate.,Yield,,,,"$151,869",,Live,,@VenturesDao,https://icons.llama.fi/daoventures.jpg
TenderSwap,Unified liquidity for staked assets,Dexs,,,,,,Live,,@tenderize_me,https://icons.llama.fi/tenderswap.jpg
Newland,Newland is a one-stop decentralized ecological platform that integrates multiple public chains,Yield,,,,,,Live,,@Newlandplatform,https://icons.llama.fi/newland.jpg
Router Protocol,"Router Protocol is a cross-chain communication protocol, that can not only enable the transfer of assets but can also support the passing of arbitrary data across chains. Developers can leverage its infra to build diverse cross-chain applications with ease. Router Protocol has built an open-source developer tooling suite that includes a CrossTalk smart contract library, a NodeJS SDK, a cross-chain block explorer, and other tools to help with the continuous integration and development of cross-chain dApps.",Cross Chain Bridge,https://app.routerprotocol.com/,,,"$604,959",,Live,,@routerprotocol,https://icons.llama.fi/router-protocol.png
Dego Finance,"DEGO equals to LEGO in the DeFi world. Each DeFi protocol as a brick, It could be the stable coin(DAI), flash Loans(Aave, Compound), DEX exchanges(Uniswap and Balancer), derivatives( Synthetix), insurances (Nexus Mutual).",Services,,,,$4.6M,,Live,,@dego_finance,https://icons.llama.fi/dego-finance.jpg
Mercurity,"Mercurity is an open DeFi platform powered by swap. The most important problems we aim to solve are: low capital utilization, impermanent loss risk, and poor community governance capabilities.",Dexs,,,,,,Live,,@MercurityDefi,https://icons.llama.fi/mercurity.png
DeFi Dollar,Friendly fork of Liquity V2 on Ethereum,CDP,https://defidollar.io/,,,,,Live,,@DeFiDollarIO,https://icons.llama.fi/defi-dollar.jpg
Tokeniza,"Tokeniza is a real-world asset (RWA) platform that brings high-yield Brazilian investments on-chain, including court-ordered debt, real estate, and agribusiness. Regulated by Brazil’s SEC (CVM) and built on Moonbeam",RWA,https://tokeniza.com.br/,,,,,Live,,@Tokeniza_tknz,https://icons.llama.fi/tokeniza.jpg
Unlockd V1,Earn yield and borrow against your NFTs with the safest loans on the market,Lending,https://unlockd.finance,,,,,Live,,@Unlockd_Finance,https://icons.llama.fi/unlockd.png
Spice Trade,"The core thesis of the Spice Trade protocol is that, there's a massive need for a decentralized, on-chain, open-source, value-stable, scalable, modular, cross-chain, and capital-efficient system for trade among people of the world.",Algo-Stables,,,,$491,,Live,,@spicetradeai,https://icons.llama.fi/spice-trade.jpg
Hedgey,"Hedgey helps teams create & manage employee token vesting, investor lockups, & community token claims",Payments,https://hedgey.finance/,,,,,Live,,@hedgeyfinance,https://icons.llama.fi/hedgey.png
Archon Bridge,A simple bridge aggregator for various chains and tokens,Bridge,https://bridge.archon.finance/,,,,,Live,,@archonFinance,https://icons.llama.fi/archon-bridge.png
Crafting Finance,"Crafting is a protocol for forging and trading Rafts, which are smart synthetic assets",Synthetics,https://crafting.finance,,,,,Live,,@CraftingFinance,https://icons.llama.fi/omnidex.jpg
stETH.win,"The stETH.win project is a PoolTogether v3 community-built pool which gamifies good cause donations. People can deposit the yield-bearing stETH token, and all generated yield is pooled together. Each week, 50% of this yield is directed to a selectable good cause and 50% is won and divided amongst two randomly chosen depositors.",Yield Lottery,,,,,,Live,,,https://icons.llama.fi/steth.win.jpg
Manga FI,MangaFi is a DeFi protocol that grows the value of its collection of DeFi fan coin assets and generates real yield for its users,Yield,,,,,,Live,,@MangafiOfficial,https://icons.llama.fi/manga-fi.png
Sweep,"Sweep provides DEX traders with one coin to save, bridge and swap",RWA,https://sweepr.finance,,,,,Live,,@SweeprFi,https://icons.llama.fi/sweep.png
Parallax,"Parallax provides liquidity infrastructure that empower individuals, DAOs, and other protocols to generate yield on Arbitrum and zkSync",Yield Aggregator,,,,,,Live,,@parallaxfin,https://icons.llama.fi/parallax.png
Messina Bridge,Messina.one is a cross-chain protocol built on top of Wormhole that aims to enable the next 1B blockchain users.,Cross Chain Bridge,https://messina.one,,,,,Live,,@MessinaOne,https://icons.llama.fi/messina-bridge.jpg
Wild Credit,Wild is a permissionless lending protocol featuring isolated lending pairs.,Lending,,,,"$985,161",,Live,,@WildCredit,https://icons.llama.fi/wild-credit.svg
MetalSwap,MetalSwap is a decentralized platform that allows hedging swaps on financial markets with the aim of providing a coverage to those who work with commodities and an investment opportunity for those who contribute to increase the shared liquidity of the project.,Derivatives,https://app.metalswap.finance/,,,,,Live,,@MetalSwapNet,https://icons.llama.fi/metalswap.png
H2Odata,"H2O is the first non-pegged stable asset for the Web3 Data Economy. Initially, it is backed by the OCEAN token but will also be backed by other next-generation data tokens. H2O serves as a medium of exchange and unit of account in data marketplaces",CDP,,,,,,Live,,@H2O_data,https://icons.llama.fi/h2odata.png
Royco V2,The Incentivized Action Market (IAM) Protocol.,Yield,https://www.royco.org,,,,,Live,,@roycoprotocol,https://icons.llama.fi/royco-v2.jpg
Asymetrix Protocol,"Asymetrix is a decentralized, non-custodial protocol for asymmetric yield distribution generated from staking.",Yield,https://asymetrix.io,,,,,Live,,@asymetrix_eth,https://icons.llama.fi/asymetrix-protocol.jpg
Yoshi Exchange,Yoshi.exchange is a DEX aggregator launching at Fantom Opera blockchain. We create the first closed-cycle united Fantom payment system. The main goal is to facilitate entry threshold to Fantom ecosystem for newcomers and to simplify the user experience for the current consumers.,Dexs,https://yoshi.exchange,,,"$134,483",,Live,,@YoshiExchange,https://icons.llama.fi/yoshi-exchange.jpg
Silent Protocol,"Silent Protocol is a privacy-preserving infrastructure on Ethereum that enables compliant and composable privacy for transactions and dApps. It uses the EZEE framework to separate encryption from execution, allowing private smart contract interactions. Its modular Layer 1.5 Ghost Layer, powered by zero-knowledge proofs and 0VM, supports secure private asset transfers and privacy-enabled dApp interactions via 0dapps.",Privacy,https://ceremony.silentprotocol.org/,,,,,Live,,@silentdao_,https://icons.llama.fi/silent-protocol.jpg
Amphora,"The Amphora Protocol enhances sUSD (snxUSD) usability in Synthetix's V3 by establishing a vault lending market. Users can lend, borrow sUSD(v3) against various collaterals, and simultaneously yield farm with Convex LP positions",Lending,https://amphorafinance.com/,,,,,Live,,@AmphoraProtocol,https://icons.llama.fi/amphora.png
Whiteheart,Hedge contracts by Whiteheart help #DeFi users to protect USD value of their $ETH & $WBTC,Options,,,,$33.2M,,Live,,@WhiteheartDeFi,https://icons.llama.fi/whiteheart.png
GullNetwork Service,"GullNetwork, The trailblazing Layer 3 solution on Manta Network, transforming Defi with intuitive, codeless innovation and secure, equitable trading.",Farm,https://www.gullnetwork.com,,,,,Live,,@GullNetwork,https://icons.llama.fi/gullnetwork-service.jpg
eBTC Protocol,eBTC is a collateralized crypto asset soft pegged to the price of Bitcoin and built on the Ethereum network. It is backed exclusively by Lido's stETH and powered by immutable smart contracts with minimized counterparty reliance. It is designed to be the most decentralized synthetic Bitcoin in DeFi and offers the ability for anyone in the world to borrow BTC at no cost.,CDP,https://www.ebtc.finance/,,,,,Live,,@eBTCprotocol,https://icons.llama.fi/ebtc-protocol.png
Ebisu V1,(Deprecated) Ebisu allows users to draw dollar-denominated credit against LRTs via a decentralized stablecoin. ebUSD gives users access to a stable store of value while enabling yield generation through AVS rewards and Ethereum staking rewards. User can set and adjust their interest rate any time throughout the lifecycle of the loan.,CDP,https://ebisu.money/,,,,,Live,,@Ebisu_Finance,https://icons.llama.fi/ebisu-v1.jpg
ApeBond Staking,ApeBond is a multi-chain bonding protocol committed to building a sustainable DeFi future for projects and communities.,Farm,https://ape.bond,,,,,Live,,@ApeBond,https://icons.llama.fi/apebond-staking.jpg
SynStation,Sony backed Prediction Market for Asian Entertainment,Prediction Market,https://www.synstation.org/,,,,,Live,,@SynStation,https://icons.llama.fi/synstation.png
Interport Finance,"Interport Finance is a DeFi platform enabling cross-chain and single-chain swaps with the best trading rates, achieved through Meta DEX aggregation. By utilizing cross-chain messaging, Interport eliminates the need for traditional bridges, streamlining the process for asset swaps between different blockchains",Cross Chain Bridge,https://interport.fi,,,"$147,102",,Live,,@InterportFi,https://icons.llama.fi/interport-finance.png
RBX,"RBX is a novel ecosystem of Decentralized finance DApps, utilities, infrastructure, and protocols, built to accelerate the flow of digital assets and capital. The RBX suite of products provides everything a trader, or project, needs to be successful, all in one simple widgetized package.",Dexs,https://rbxdefi.com,,,,,Live,,@RBXtoken,https://icons.llama.fi/rbx.png
Caviar V2,"Allows people to create custom private pools with variable amounts of NFTs and ETH in them. A pool could have only NFTs, only ETH, or both",NFT Marketplace,,,,,,Live,,@caviarAMM,https://icons.llama.fi/caviar.jpg
GroveX,GroveX is a global centralized exchange on GRX Chain.,CEX,https://grovex.io/en_US/,,,,,Live,,@GroveXchange,https://icons.llama.fi/grovex.jpg
Logium,"Logium is the first decentralized platform that allows users to trade and bet on the price of any token available on Uniswap. By using Logium, users can long and short ERC-20 tokens with leverage.",Derivatives,https://logium.org,,,,,Live,,@LogiumDEX,https://icons.llama.fi/logium.jpg
Anzen V1,USDz is a digital dollar backed by institutional grade real world assets,RWA,https://anzen.finance,,,,,Live,,@AnzenFinance,https://icons.llama.fi/anzen-finance.jpg
OpenDAO,"The Permissionless Stablecoin Minting Protocol, Mint USDO with the tokens you own. Trade USDO for the tokens you want.",Algo-Stables,,,,,,Live,,@opendaoprotocol,https://icons.llama.fi/opendao.png
Bounce Finance,"From customized auction pools to seamless on-chain settlements, Bounce Finance provides the tools you need to unleash the full potential of decentralized auctions.",Launchpad,https://www.bounce.finance,,,$36.8M,,Live,,@bounce_finance,https://icons.llama.fi/bounce-finance.jpg
MARSWAP,MultiChain Dex & DeFi Platform,Dexs,,,,,,Live,,@MARSWAP1,https://icons.llama.fi/marswap.jpg
SMARDEX P2P Lending,"P2P Lending is a simple on-chain lending and borrowing protocol for ERC20 tokens on Ethereum. It uses a fixed-term loan model with upfront collateral to avoid liquidation risks. Borrowers create loan proposals directly on-chain, and lenders can choose to accept them—no off-chain signatures or processes are required, making the system fully decentralized",Lending,https://smardex.io,,,,,Live,,@SmarDex,https://icons.llama.fi/smardex-p2p-lending.jpg
Panoptic V1,"Panoptic is the first on-chain, permissionless options protocol, revolutionizing trading and liquidity provision.",Options,https://panoptic.xyz,,,,,Live,,@Panoptic_xyz,https://icons.llama.fi/panoptic-v1.jpg
QIAN,"QIAN protocol provides a set of open architecture allowing anyone to generate stable-value tokens, anytime and anywhere.",Synthetics,,,,,,Live,,,https://icons.llama.fi/qian.jpg
Nord Finance,"Nord Finance is a Decentralized Financial Ecosystem designed to simplify DeFi investing by bringing key features of traditional finance to the DeFi ecosystem. Nord Finance is built on Ethereum Network. Multichain interoperability of Nord Finance powers a plethora of financial primitives, which constitute Savings, Advisory, Loans against crypto assets, Investment and Fund management. Nord Finance is creating innovative ways for everyone to generate wealth with Blockchain Technology.",Yield Aggregator,,,,"$7,449",,Live,,@Nord_Finance,https://icons.llama.fi/nord-finance.png
Monroe Protocol,Monroe is a decentralized omnichain LST backed stablecoin factory.,CDP,,,,,,Live,,@MonroeProtocol,https://icons.llama.fi/monroe-protocol.jpg
Unilend V1,"UniLend is a comprehensive permissionless DeFi protocol. Anyone can list any asset on UniLend to access decentralized trading, lending/borrowing, and the industry’s most cost-effective flash loans.",Lending,https://unilend.finance,,,,,Live,,@UniLend_Finance,https://icons.llama.fi/unilend-v1.jpg
Redacted Protocol,"The Redacted ecosystem is a product suite of smart contracts empowering on-chain liquidity, governance and cash flow for DeFi protocols.",Yield,https://dinero.xyz/,,,"$188,963",,Live,,@dinero_xyz,https://icons.llama.fi/redacted-protocol.jpg
Cork V1,"The tokenized risk protocol. Hedge, trade, and earn on the risk that stablecoins, LSTs, & LRTs lose their peg",Insurance,https://www.cork.tech/,,,,,Live,,@Corkprotocol,https://icons.llama.fi/cork-v1.jpg
M11 Credit,"Founded in 2021, M11 Credit offers various fixed-income opportunities to capital allocators and provides credit solutions to established (crypto-native) companies and DeFi protocols. Leveraging deep industry relationships, we deliver insights into current pricing and collateralization trends through our existing facilities. Our team excels in both off-chain and on-chain deal structuring, implementing comprehensive covenants beyond standard industry documentation",Risk Curators,https://www.m11credit.com/,,,,,Live,,@M11Credit,https://icons.llama.fi/m11-credit.jpg
Interest Protocol,"Interest Protocol is a borrow/lend protocol that is highly capital-efficient thanks to its unique combination of fractional reserves and over-collateralization. Depositors may mint USDi, which is a stablecoin pegged 1-1 with USDC that automatically pays interest to holders via rebasing.",CDP,https://interestprotocol.io/#/,,,,,Live,,@InterestDeFi,https://icons.llama.fi/interest-protocol.jpg
PepeDex,"Embark on an exhilarating journey with Degen Battleground, a web3 card game built on Pepechain",Gaming,https://pepemon.world,,,"$7,549",,Live,,@pepemonfinance,https://icons.llama.fi/pepedex.png
2xSwap,2x leverage swaps with no liquidation and no interest. Liquidity providers deposit USDC into an ERC-4626 vault.,Derivatives,https://2xswap.com,,,,,Live,,@2xswap,https://icons.llama.fi/2xswap.jpg
Defirex,DeFireX is a group of smart contracts that works with leading DeFi projects for ensuring its users the most reliable and highly profitable level of liquidity mining at minimal fees.,Yield,,,,,,Live,,@DeFireXorg,https://icons.llama.fi/defirex.jpg
ZeroLiquid,"ZeroLiquid adds additional utility to LSD tokens by enabling users to receive self repaying, 0% interest loans against their LSD tokens without any risk of liquidation.",Synthetics,,,,"$933,312",,Live,,@ZeroLiquid_xyz,https://icons.llama.fi/zeroliquid.png
Erasure,A new kind of hedge fund built by a network of data scientists,Derivatives,https://numer.ai/,,,$61.9M,,Live,,@numerai,https://icons.llama.fi/erasure.png
Flashstake OLD,"Flashstaking introduces the concept of locking money today and earning money from the future - the time travel of money. All done in a decentralized, instantaneous, and permissionless manner.",Yield,https://flashstake.io/,,,,,Live,,@flashstake,https://icons.llama.fi/flashstake-old.png
UniVoucher,UniVoucher allows users to create crypto gift cards with ETH or ERC20 tokens that can be redeemed by holders of card secrets. The TVL represents the total value of all active (unredeemed/uncancelled) gift cards across all supported chains,Payments,https://univoucher.com/,,,,,Live,,@UniVoucher_com,https://icons.llama.fi/univoucher.jpg
VII Finance,VII Finance is a credit-based market making protocol. It allows users to borrow against their Uniswap V4 Liquidity Positions while earning lending interest on top of swap fees,Leveraged Farming,https://www.vii.finance/,,,,,Live,,@vii_finance,https://icons.llama.fi/vii-finance.jpg
Dunes,"dETH is a Liquid Restaking Token (LRT) issued by Dunes.fi designed to provide liquidity for otherwise illiquid assets deposited into restaking platforms, such as Karak Network. It aims to maximize capital efficiency and mitigate the risks and challenges inherent in the restaking ecosystem",Liquid Restaking,,,,,,Live,,@DunesFi,https://icons.llama.fi/dunes.png
Envelop,Envelop is a collateralized derivatives protocol.,NftFi,https://envelop.is/,,,,,Live,,@Envelop_project,https://icons.llama.fi/envelop.png
Grace,"Grace is an L2-first cross-margin lending protocol that fairly distributes losses if they occur, making it resilient to oracle manipulation, volatility and exploits",Lending,https://grace.loans/,,,,,Live,,@GraceProtocol,https://icons.llama.fi/grace.png
FriendRoom,"Buy, create, explore & Speculate on rooms with friends.",SoFi,,,,$1.9M,,Live,,@friendroomorg,https://icons.llama.fi/friendroom.png
ElasticSwap,An all new AMM focused on elastic supply tokens,Dexs,https://elasticswap.org,,,,,Live,,@ElasticSwap,https://icons.llama.fi/elasticswap.png
RelayChain,"Access cross-chain opportunities on the World's Leading Blockchains using Relay's simple, fast, and secure bridge",Bridge,https://www.relaychain.com,,,,,Live,,@relay_chain,https://icons.llama.fi/relaychain.jpg
Shezmu,Liquidation-less Leveraged CDP,CDP,https://shezmu.io/,,,"$8,207",,Live,,@ShezmuTech,https://icons.llama.fi/shezmu.png
Metavisor,"Liquidity Automation, Optimization & Management Platform.",Liquidity Manager,https://www.metavisor.app,,,,,Live,,@0xMetavisor,https://icons.llama.fi/metavisor.jpg
Stacker Ventures,Stacker Ventures is a community-run protocol for initiating and managing pooled capital on the blockchain.,Yield,,,,"$118,671",,Live,,@StackerVentures,https://icons.llama.fi/stacker-ventures.jpg
